Bill_Number,Date,Item_Name,Item_Type,Item_Category,Color_Name,Salesman_Name,Size,Rate,Disc_Amt,Sales_Type,Final_Sales 
2083,2026-02-14,KURTA SET ARS,Kurta Set,Ethnic Wear,CREAM,DEEPAK AHUJA,42,8990,0,Sales,8097
2084,2026-02-14,KURTA SUIT SC,Kurta Set,Ethnic Wear,GREY,DEEPAK AHUJA,40,-2390,0,Return,-2390
2084,2026-02-14,KURTA SUIT SE,Kurta Set,Ethnic Wear,PURPLE,DEEPAK AHUJA,40,2190,0,Sales,2190
2085,2026-02-14,A KURTA SUIT,Kurta Set,Ethnic Wear, ,DEEPAK AHUJA,38,2899,0,Sales,2899
2085,2026-02-14,A KURTA SUIT,Kurta Set,Ethnic Wear,MULTI COLOUR,DEEPAK AHUJA,38,3490,0,Sales,3490
2086,2026-02-14,KURTA,Kurta,Ethnic Wear,LIGHT PEACH,PRAVIN BHAI,40,-1590,-640,Return,-950
2086,2026-02-14,KURTA,Kurta,Ethnic Wear,LIGHT PEACH,PRAVIN BHAI,42,1690,675,Sales,1015
2087,2026-02-14,KURTA SUIT SE,Kurta Set,Ethnic Wear,MUSRARD,DEEPAK AHUJA,40,1990,0,Sales,1990
2088,2026-02-14,KURTA S,Kurta,Ethnic Wear,CARROT,SACHIN BHAI,42,1040,0,Sales,1040
2088,2026-02-14,KURTA S,Kurta,Ethnic Wear,CARROT,SACHIN BHAI,50,1290,0,Sales,1290
2089,2026-02-14,KURTA JG,Kurta,Ethnic Wear,F GREEN,DEEPAK AHUJA,42,1240,0,Sales,1240
2089,2026-02-14,KURTA SANTOSH,Kurta,Ethnic Wear,B GREEN,DEEPAK AHUJA,38,790,0,Sales,790
2089,2026-02-14,KURTA SET JW,Kurta Set,Ethnic Wear, ,DEEPAK AHUJA, ,1190,0,Sales,1190
2089,2026-02-14,POLO PENT JW,Polo Pant,Ethnic Wear, ,DEEPAK AHUJA, ,799,0,Sales,2397
2090,2026-02-14,LONG KOTI SUIT,Koti,Ethnic Wear,INDIGO BLUE,SACHIN BHAI,40,4890,0,Sales,4476
2090,2026-02-14,A KURTA SUIT,Kurta Set,Ethnic Wear,B,SACHIN BHAI,42,2799,0,Sales,2562
2090,2026-02-14,A KURTA SUIT,Kurta Set,Ethnic Wear,C,SACHIN BHAI,50,1999,0,Sales,1830
2090,2026-02-14,FASTRACK PULSE FOR HIM,Track Pant,Lounge Wear, ,SACHIN BHAI, ,895,0,Sales,819
2091,2026-02-14,KURTA SUIT SC,Kurta Set,Ethnic Wear,PINK,SACHIN BHAI,44,2490,0,Sales,2490
2091,2026-02-14,KURTA SUIT SC,Kurta Set,Ethnic Wear,PISTA,SACHIN BHAI,44,4890,0,Sales,4890
2092,2026-02-14,KURTA SUIT S,Kurta Set,Ethnic Wear,PINK,SACHIN BHAI,40,1490,0,Sales,1315
2092,2026-02-14,KURTA,Kurta,Ethnic Wear, ,SACHIN BHAI, ,890,0,Sales,785
2093,2026-02-15,KURTA M,Kurta,Ethnic Wear,GREY,SACHIN BHAI,44,1290,0,Sales,1290
2093,2026-02-15,A KURTA SUIT,Kurta Set,Ethnic Wear,A,SACHIN BHAI,42,1550,0,Sales,1550
2093,2026-02-15,KURTA AC,Kurta,Ethnic Wear,PISTA,SACHIN BHAI,44,940,0,Sales,940
2093,2026-02-15,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,OCNDE,SACHIN BHAI,XL ,639,62,Sales,577
2093,2026-02-15,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,TNAVY,SACHIN BHAI,XL,639,61,Sales,578
2094,2026-02-15,KURTA SC,Kurta,Ethnic Wear, ,DEEPAK AHUJA,36,1690,0,Sales,1601
2094,2026-02-15,KURTA S,Kurta,Ethnic Wear,PITCH,DEEPAK AHUJA,36,1690,0,Sales,1601
2094,2026-02-15,KURTA SUIT SC,Kurta Set,Ethnic Wear,YELLOW,DEEPAK AHUJA,38,2290,0,Sales,2169
2094,2026-02-15,A KURTA SUIT,Kurta Set,Ethnic Wear,IVERY,DEEPAK AHUJA,38,1850,0,Sales,1752
2094,2026-02-15,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,42,2299,0,Sales,2177
2095,2026-02-15,KURTA SET,Kurta Set,Ethnic Wear, ,, ,2199,0,Sales,2199
2096,2026-02-15,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,ASSTD,SACHIN BHAI,L,439,0,Sales,439
2097,2026-02-15,KURTA SUIT SC,Kurta Set,Ethnic Wear,L PINK,SACHIN BHAI,42,1690,200,Sales,1490
2098,2026-02-17,KURTA SANTOSH,Kurta,Ethnic Wear,YELLOW,PRAVIN BHAI,38,790,0,Sales,790
2098,2026-02-17,A KURTA SUIT,Kurta Set,Ethnic Wear,A,PRAVIN BHAI,38,1499,199,Sales,1300
2098,2026-02-17,KURTA SANTOSH,Kurta,Ethnic Wear,OLIVE,PRAVIN BHAI,38,790,0,Sales,790
2099,2026-02-17,POLO PENT CFU,Polo Pant,Ethnic Wear, ,SACHIN BHAI,L,890,0,Sales,890
2099,2026-02-17,KURTA S,Kurta,Ethnic Wear,MULTI COLOUR,SACHIN BHAI,40,1390,0,Sales,1390
2099,2026-02-17,KURTA AC,Kurta,Ethnic Wear,PURPLE,SACHIN BHAI,40,890,0,Sales,890
2099,2026-02-17,KURTA AC,Kurta,Ethnic Wear,GREEN,SACHIN BHAI,40,990,0,Sales,990
2099,2026-02-17,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,SACHIN BHAI,XL,899,0,Sales,899
2100,2026-02-17,KURTA SUIT SC,Kurta Set,Ethnic Wear,CREAM,PRAVIN BHAI,46,2390,0,Sales,2382
2100,2026-02-17,KURTA S,Kurta,Ethnic Wear,ROYAL BLUE,PRAVIN BHAI,46,1190,0,Sales,1186
2100,2026-02-17,KURTA SUIT SE,Kurta Set,Ethnic Wear,GOLD,PRAVIN BHAI,46,2190,0,Sales,2182
2101,2026-02-17,KURTA JW,Kurta,Ethnic Wear,BLACK ',DEEPAK AHUJA,38,1190,0,Sales,1190
2101,2026-02-17,KURTA S,Kurta,Ethnic Wear,GREY,DEEPAK AHUJA,38,1490,0,Sales,1490
2101,2026-02-17,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,M,1990,0,Sales,1990
2101,2026-02-17,A KURTA SUIT,Kurta Set,Ethnic Wear,BLACK,DEEPAK AHUJA,38,2090,0,Sales,2090
2101,2026-02-17,POLO PENT,Polo Pant,Ethnic Wear,WHITE,DEEPAK AHUJA, ,799,0,Sales,799
2102,2026-02-17,KURTA SUIT SE,Kurta Set,Ethnic Wear,P VIOLET,PRAVIN BHAI,40,1990,0,Sales,1990
2103,2026-02-17,KIDS KURTA SUIT,Kids Kurta Set,Kids Wear,MULTI COLOUR,SACHIN BHAI,8,1090,0,Sales,1088
2103,2026-02-17,KIDS KURTA SUIT,Kids Kurta Set,Kids Wear,MULTI COLOUR,SACHIN BHAI,10,1190,0,Sales,1188
2103,2026-02-17,K. KURTA SUIT JDF,Kurta Set,Ethnic Wear,MAROON,SACHIN BHAI,10,1390,0,Sales,1387
2103,2026-02-17,K. KURTA SUIT JDF,Kurta Set,Ethnic Wear,WINE,SACHIN BHAI,8,1340,0,Sales,1337
2104,2026-02-17,KURTA SUIT SE,Kurta Set,Ethnic Wear,PISTA,PRAVIN BHAI,38,1990,0,Sales,1990
2104,2026-02-17,KURTA SUIT SE,Kurta Set,Ethnic Wear,CREAM,PRAVIN BHAI,38,1990,0,Sales,1990
2105,2026-02-18,POLO PENT CFU,Polo Pant,Ethnic Wear,CREAM,SACHIN BHAI,40,690,0,Sales,690
2105,2026-02-18,KURTA S,Kurta,Ethnic Wear,LEMON,SACHIN BHAI,40,949,0,Sales,949
2106,2026-02-18,KURTA SUIT SC,Kurta Set,Ethnic Wear,-,DEEPAK AHUJA,38,1790,0,Sales,1790
2107,2026-02-18,A KURTA SUIT,Kurta Set,Ethnic Wear, ,SACHIN BHAI,M,1990,0,Sales,1990
2107,2026-02-18,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,OFF WHITE,SACHIN BHAI,M,349,35,Sales,314
2108,2026-02-18,KURTA SUIT SC,Kurta Set,Ethnic Wear,PISTA,PRAVIN BHAI,40,4790,0,Sales,4790
2108,2026-02-18,KURTA SUIT AR,Kurta Set,Ethnic Wear,BASE,PRAVIN BHAI,42,6590,0,Sales,6590
2108,2026-02-18,A KURTA SUIT,Kurta Set,Ethnic Wear,L,PRAVIN BHAI,44,1550,200,Sales,1350
2108,2026-02-18,POLO PENT,Polo Pant,Ethnic Wear, ,PRAVIN BHAI, ,650,0,Sales,650
2109,2026-02-18,A KURTA SUIT,Kurta Set,Ethnic Wear,J,PRAVIN BHAI,40,1699,0,Sales,1699
2109,2026-02-18,A KURTA SUIT,Kurta Set,Ethnic Wear,B,PRAVIN BHAI,40,2299,0,Sales,2299
2110,2026-02-18,KURTA SUIT SE,Kurta Set,Ethnic Wear,PURPLE,DEEPAK AHUJA,38,2190,0,Sales,2190
2110,2026-02-18,KURTA SUIT SC,Kurta Set,Ethnic Wear,GREY,DEEPAK AHUJA,38,2290,0,Sales,2290
2111,2026-02-18,KURTA SUIT SC,Kurta Set,Ethnic Wear,ORANGE,SACHIN BHAI,46,5990,0,Sales,5990
2112,2026-02-18,FORMAL PANT K,Formal Pant,Formal Wear,D GREY,DEEPAK AHUJA,34,1699,0,Sales,1699
2112,2026-02-18,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,M,1050,0,Sales,1050
2112,2026-02-18,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,ASSTD,DEEPAK AHUJA,M,549,52,Sales,497
2112,2026-02-18,KOTI,Koti,Ethnic Wear, ,DEEPAK AHUJA, ,2390,0,Sales,2390
2112,2026-02-18,J SOCKS,Socks,Accessories,-,DEEPAK AHUJA,0,139,0,Sales,139
2113,2026-02-18,KURTA SUIT SE,Kurta Set,Ethnic Wear,P VIOLET,SACHIN BHAI,44,1990,0,Sales,1990
2114,2026-02-19,KURTA SUIT SE,Kurta Set,Ethnic Wear,WHITE MULTI,PRAVIN BHAI,40,2590,0,Sales,2590
2114,2026-02-19,KURTA SUIT A,Kurta Set,Ethnic Wear,A,PRAVIN BHAI,40,1890,0,Sales,1890
2114,2026-02-19,POLO PENT,Polo Pant,Ethnic Wear, ,PRAVIN BHAI, ,650,0,Sales,650
2114,2026-02-19,KOTI,Koti,Ethnic Wear,NAVY BLUE,PRAVIN BHAI,42,2590,0,Sales,2590
2115,2026-02-19,POLO PENT CFU,Polo Pant,Ethnic Wear,WHITE,DEEPAK AHUJA,44,990,0,Sales,990
2115,2026-02-19,POLO PENT,Polo Pant,Ethnic Wear, ,DEEPAK AHUJA, ,690,0,Sales,1380
2115,2026-02-19,POLO PENT CFU,Polo Pant,Ethnic Wear,CREAM,DEEPAK AHUJA,48,790,0,Sales,790
2116,2026-02-19,LENGHA SG,Lengha,Ethnic Wear,WHITE,SACHIN BHAI,L,550,0,Sales,550
2116,2026-02-19,LENGHA SG,Lengha,Ethnic Wear,WHITE,SACHIN BHAI,L,500,0,Sales,500
2116,2026-02-19,LENGHA SG,Lengha,Ethnic Wear,WHITE,SACHIN BHAI,L,500,0,Sales,500
2117,2026-02-19,KOTI,Koti,Ethnic Wear,NAVY BLUE,PRAVIN BHAI,38,2490,0,Sales,2490
2118,2026-02-20,A KURTA SUIT,Kurta Set,Ethnic Wear,C,DEEPAK AHUJA,38,1599,0,Sales,1599
2119,2026-02-20,FORMAL PANT B,Formal Pant,Formal Wear,BLACK,PRAVIN BHAI,32,1295,0,Sales,1295
2120,2026-02-20,KURTA S,Kurta,Ethnic Wear,YELLOW,SACHIN BHAI,36,990,0,Sales,990
2120,2026-02-20,KURTA SANTOSH,Kurta,Ethnic Wear,YELLOW,SACHIN BHAI,40,1290,0,Sales,1290
2120,2026-02-20,CHURRIDAR,Churidar,Ethnic Wear, ,SACHIN BHAI, ,400,0,Sales,400
2120,2026-02-20,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,ASSTD,SACHIN BHAI,M,329,31,Sales,298
2120,2026-02-20,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,NAVY,SACHIN BHAI,S,339,32,Sales,307
2121,2026-02-20,KIDS KURTA JW,Kids Kurta,Kids Wear,MULTICOLOUR,DEEPAK AHUJA,4,-890,-3,Return,-887
2121,2026-02-20,KIDS PANT,Pant,Ethnic Wear, ,DEEPAK AHUJA,6,-240,0,Return,-240
2121,2026-02-20,KIDS KURTA,Kids Kurta,Kids Wear,MULTI,DEEPAK AHUJA,4,-690,0,Return,-690
2121,2026-02-20,KIDS PANT,Pant,Ethnic Wear, ,DEEPAK AHUJA,6,-240,0,Return,-240
2121,2026-02-20,CHURRIDAR SG K,Churidar,Ethnic Wear,OFF WHITE,PRAVIN BHAI,10,300,0,Sales,300
2121,2026-02-20,KIDS KURTA SUIT,Kids Kurta Set,Kids Wear,MULTI COLOUR,PRAVIN BHAI,12,1290,0,Sales,1290
2121,2026-02-20,KIDS KURTA SUIT,Kids Kurta Set,Kids Wear,MULTI COLOUR,PRAVIN BHAI,12,1290,0,Sales,1290
2121,2026-02-20,CHURRIDAR SG K,Churidar,Ethnic Wear,WHITE,PRAVIN BHAI,12,340,0,Sales,340
2121,2026-02-20,KIDS KURTA SUIT,Kids Kurta Set,Kids Wear,MULTI COLOUR,PRAVIN BHAI,12,1290,0,Sales,1290
2121,2026-02-20,KIDS KURTA,Kids Kurta,Kids Wear, ,PRAVIN BHAI,12,790,0,Sales,790
2122,2026-02-20,KURTA SUIT SE,Kurta Set,Ethnic Wear,MUSRARD,SACHIN BHAI,42,1990,0,Sales,1990
2123,2026-02-20,CHURRIDAR SG K,Churidar,Ethnic Wear,CREAM,PRAVIN BHAI,8,260,0,Sales,260
2123,2026-02-20,KIDS KURTA,Kids Kurta,Kids Wear,PINK PEACH,PRAVIN BHAI,10,790,0,Sales,790
2123,2026-02-20,J SOCKS,Socks,Accessories,-,PRAVIN BHAI,0,139,0,Sales,139
2124,2026-02-20,KURTA SUIT VR,Kurta Set,Ethnic Wear,PINE,PRAVIN BHAI,40,3790,0,Sales,3790
2125,2026-02-20,KURTA SUIT VR,Kurta Set,Ethnic Wear,FIROZI,SACHIN BHAI,40,5790,0,Sales,5790
2125,2026-02-20,KURTA SUIT VR,Kurta Set,Ethnic Wear,LILAC,SACHIN BHAI,40,4990,0,Sales,4990
2125,2026-02-20,KURTA SET KYM,Kurta Set,Ethnic Wear,CREAM,SACHIN BHAI,40,8790,0,Sales,8790
2125,2026-02-20,KURTA SUIT OE,Kurta Set,Ethnic Wear,PEACOCK,SACHIN BHAI,40,4490,0,Sales,4490
2125,2026-02-20,KURTA,Kurta,Ethnic Wear, ,SACHIN BHAI, ,990,0,Sales,990
2126,2026-02-21,DHOTTI JG,Dhoti,Ethnic Wear,WHITE,DEEPAK AHUJA,42,890,0,Sales,890
2127,2026-02-21,KURTA AC,Kurta,Ethnic Wear,ORANGE,SACHIN BHAI,40,990,0,Sales,990
2127,2026-02-21,A KURTA SUIT,Kurta Set,Ethnic Wear,C,SACHIN BHAI,40,1790,200,Sales,1590
2128,2026-02-21,KURTA SUIT SE,Kurta Set,Ethnic Wear,P VIOLET,PRAVIN BHAI,38,1990,0,Sales,1990
2128,2026-02-21,KURTA SET KYM,Kurta Set,Ethnic Wear,NATURAL,PRAVIN BHAI,38,3490,0,Sales,3490
2129,2026-02-21,KURTA SET,Kurta Set,Ethnic Wear, ,SACHIN BHAI, ,2390,0,Sales,2390
2130,2026-02-21,SHORT KURTA SP,Short Kurta,Ethnic Wear,BLACK,PRAVIN BHAI,38,2290,0,Sales,2290
2131,2026-02-21,CHURRIDAR,Churidar,Ethnic Wear, ,SACHIN BHAI, ,500,0,Sales,500
2131,2026-02-21,SHORT KURTA RY,Short Kurta,Ethnic Wear,B3,SACHIN BHAI,L,849,0,Sales,849
2132,2026-02-22,KURTA SUIT S,Kurta Set,Ethnic Wear,GOLDEN,DEEPAK AHUJA,40,2790,0,Sales,2790
2133,2026-02-22,KURTA RS,Kurta,Ethnic Wear,WHITE,DEEPAK AHUJA,44,549,0,Sales,549
2134,2026-02-22,KURTA SUIT SG,Kurta Set,Ethnic Wear,MEHENDI,PRAVIN BHAI,46,2390,0,Sales,2390
2134,2026-02-22,FORMAL PANT,Formal Pant,Formal Wear,WOOD,PRAVIN BHAI,40,1799,0,Sales,1799
2134,2026-02-22,LINEN PENTS,Linen Pant,Formal Wear,BROWN,PRAVIN BHAI,42,1299,0,Sales,1299
2135,2026-02-22,KURTA SUIT SG,Kurta Set,Ethnic Wear,MULTI,SACHIN BHAI,48,5490,0,Sales,5490
2135,2026-02-22,KURTA SET KYM,Kurta Set,Ethnic Wear,RANI,SACHIN BHAI,50,7990,0,Sales,7990
2135,2026-02-22,KURTA SUIT SE,Kurta Set,Ethnic Wear,GREEN,SACHIN BHAI,50,2290,0,Sales,2290
2135,2026-02-22,KURTA SUIT SE,Kurta Set,Ethnic Wear,CREAM,SACHIN BHAI,50,2290,0,Sales,2290
2135,2026-02-22,KURTA S,Kurta,Ethnic Wear,GREEN,SACHIN BHAI,48,1340,0,Sales,1340
2135,2026-02-22,KURTA SUIT SG,Kurta Set,Ethnic Wear,GREEN,SACHIN BHAI,50,4490,0,Sales,4490
2136,2026-02-22,KURTA SUIT SE,Kurta Set,Ethnic Wear,BLUE,SACHIN BHAI,44,1990,0,Sales,1990
2136,2026-02-22,HANKY,Hankies,Accessories, ,SACHIN BHAI, ,10,0,Sales,10
2137,2026-02-22,A KURTA SUIT,Kurta Set,Ethnic Wear, ,SACHIN BHAI,42,1790,0,Sales,1790
2137,2026-02-22,A KURTA SUIT,Kurta Set,Ethnic Wear, ,SACHIN BHAI,XL,1990,0,Sales,1990
2138,2026-02-22,TRACK PANT J,Track Pant,Lounge Wear,GP-BL,SACHIN BHAI,L,999,98,Sales,901
2138,2026-02-22,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,WHITE,SACHIN BHAI,L,579,57,Sales,522
2138,2026-02-22,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,WHITE,SACHIN BHAI,L,579,57,Sales,522
2139,2026-02-22,KURTA S,Kurta,Ethnic Wear,DARK MINT,PRAVIN BHAI,38,990,0,Sales,990
2139,2026-02-22,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,400,0,Sales,400
2140,2026-02-22,MENS VEST COAT,Koti,Ethnic Wear,CREAM,SACHIN BHAI,40,1790,0,Sales,1790
2141,2026-02-22,POLO PENT S,Polo Pant,Ethnic Wear,WHITE,SACHIN BHAI,50,600,0,Sales,600
2141,2026-02-22,KURTA SUIT SG,Kurta Set,Ethnic Wear,GREY,SACHIN BHAI,46,1690,0,Sales,1690
2141,2026-02-22,PANT PAJAMA,Pant Pyjama,Ethnic Wear,BE(ER67),SACHIN BHAI,38,799,0,Sales,799
2141,2026-02-22,KURTA M,Kurta,Ethnic Wear,BROWN,SACHIN BHAI,38,1190,0,Sales,1190
2141,2026-02-22,COTTON HANKIES,Hankies,Accessories,-,SACHIN BHAI,0,240,0,Sales,240
2142,2026-02-24,KIDS KURTA,Kids Kurta,Kids Wear,G,DEEPAK AHUJA,10,1390,0,Sales,1390
2142,2026-02-24,KURTA SUIT SG,Kurta Set,Ethnic Wear,WINE,DEEPAK AHUJA,10,1000,0,Sales,1000
2142,2026-02-24,KIDS PANT,Pant,Ethnic Wear, ,DEEPAK AHUJA,8,260,260,Sales,0
2143,2026-02-24,K. KURTA SUIT JDF,Kurta Set,Ethnic Wear,C GREEN,SACHIN BHAI,12,1440,0,Sales,1440
2144,2026-02-25,KOTI SUIT SC,Koti,Ethnic Wear,PURPLE,DEEPAK AHUJA,40,4690,0,Sales,4690
2144,2026-02-25,KOTI,Koti,Ethnic Wear,CREAM,DEEPAK AHUJA,40,2090,0,Sales,2090
2144,2026-02-25,POLO PENT,Polo Pant,Ethnic Wear, ,DEEPAK AHUJA, ,800,0,Sales,800
2145,2026-02-25,A KURTA SUIT,Kurta Set,Ethnic Wear,K,PRAVIN BHAI,42,2290,200,Sales,1667
2145,2026-02-25,A KURTA SUIT,Kurta Set,Ethnic Wear,B,PRAVIN BHAI,42,1699,200,Sales,1195
2145,2026-02-25,A KURTA SUIT,Kurta Set,Ethnic Wear,J,PRAVIN BHAI,42,2290,200,Sales,1667
2145,2026-02-25,KURTA SET KYM,Kurta Set,Ethnic Wear,L-1,PRAVIN BHAI,42,3490,0,Sales,2783
2145,2026-02-25,POLO PENT CFU,Polo Pant,Ethnic Wear,WHITE,PRAVIN BHAI,42,890,0,Sales,710
2145,2026-02-25,POLO PENT CFU,Polo Pant,Ethnic Wear,WHITE,PRAVIN BHAI,42,890,0,Sales,710
2145,2026-02-25,POLO PENT,Polo Pant,Ethnic Wear, ,PRAVIN BHAI, ,790,0,Sales,1260
2145,2026-02-25,KURTA SET KYM,Kurta Set,Ethnic Wear,NATURAL,PRAVIN BHAI,38,3490,0,Sales,2783
2145,2026-02-25,KURTA SANTOSH,Kurta,Ethnic Wear,WHITE,PRAVIN BHAI,36,790,0,Sales,630
2145,2026-02-25,KURTA,Kurta,Ethnic Wear,M PEACH,PRAVIN BHAI,36,1490,744,Sales,595
2146,2026-02-25,OUTRUN SHIRTS,Shirt,Formal Wear,PINK,DEEPAK AHUJA,L,-1495,-6,Return,-1489
2146,2026-02-25,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,L,1299,0,Sales,1299
2147,2026-02-25,SHERVANI,Sherwani,Ethnic Wear, ,DEEPAK AHUJA,42,14985,0,Sales,11500
2148,2026-02-25,KURTA SUIT SC,Kurta Set,Ethnic Wear,RAMA,PRAVIN BHAI,40,8890,0,Sales,8890
2148,2026-02-25,KURTA SUIT SE,Kurta Set,Ethnic Wear,GREEN,PRAVIN BHAI,40,1990,0,Sales,1990
2148,2026-02-25,KURTA SUIT VR,Kurta Set,Ethnic Wear,B.PINK,PRAVIN BHAI,40,5290,0,Sales,5290
2149,2026-02-25,KURTA,Kurta,Ethnic Wear,SKIN,PRAVIN BHAI,42,1590,795,Sales,795
2149,2026-02-25,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,400,45,Sales,355
2150,2026-02-25,UC SHIRTS,Shirt,Formal Wear,WINE,DEEPAK AHUJA,L,1499,0,Sales,1499
2151,2026-02-26,KURTA SUIT YOG  KIDS,Kurta Set,Ethnic Wear,BLUE,DEEPAK AHUJA,12,2500,0,Sales,2500
2151,2026-02-26,KIDS KURTA,Kids Kurta,Kids Wear,PEACH,DEEPAK AHUJA,12,890,0,Sales,890
2151,2026-02-26,KURTA SUIT S,Kurta Set,Ethnic Wear,NAVY BLUE,DEEPAK AHUJA,34,1690,0,Sales,1690
2151,2026-02-26,KURTA SUIT SC,Kurta Set,Ethnic Wear,L PINK,DEEPAK AHUJA,34,1690,0,Sales,1690
2151,2026-02-26,COTTON TROUSERS AF,Trouser,Casual Wear,GREY,DEEPAK AHUJA,36,1399,0,Sales,1399
2151,2026-02-26,COTTON TROUSERS AF,Trouser,Casual Wear,BEIGE,DEEPAK AHUJA,36,1399,0,Sales,1399
2151,2026-02-26,CHURRIDAR SG K,Churidar,Ethnic Wear,OFF WHITE,DEEPAK AHUJA,12,340,0,Sales,340
2151,2026-02-26,CHURRIDAR SG K,Churidar,Ethnic Wear,OFF WHITE,DEEPAK AHUJA,10,300,300,Sales,0
2151,2026-02-26,CHURRIDAR SG K,Churidar,Ethnic Wear,WHITE,DEEPAK AHUJA,12,340,340,Sales,0
2152,2026-02-26,A KURTA SUIT,Kurta Set,Ethnic Wear,WHITE,PRAVIN BHAI,40,2449,0,Sales,2449
2152,2026-02-26,CASUAL SHIRT MY,Shirt,Formal Wear,WHITE,PRAVIN BHAI,L,1849,0,Sales,1849
2152,2026-02-26,JOCKEY UNDERGARMENTS VEST,Under Garment,Lounge Wear, ,PRAVIN BHAI, ,549,56,Sales,493
2152,2026-02-26,SHORT KURTA RY,Short Kurta,Ethnic Wear,B3,PRAVIN BHAI,S,849,0,Sales,849
2153,2026-02-26,MENS VEST COAT,Koti,Ethnic Wear,CREAM,DEEPAK AHUJA,40,1890,0,Sales,1760
2153,2026-02-26,KURTA S,Kurta,Ethnic Wear,MEHENDI,DEEPAK AHUJA,40,990,0,Sales,922
2153,2026-02-26,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,40,1799,0,Sales,1675
2153,2026-02-26,POLO PENT,Polo Pant,Ethnic Wear, ,DEEPAK AHUJA, ,799,0,Sales,744
2154,2026-02-27,A KURTA SUIT,Kurta Set,Ethnic Wear,D,DEEPAK AHUJA,40,1899,0,Sales,1899
2155,2026-02-27,A KURTA SUIT,Kurta Set,Ethnic Wear, ,, ,1499,0,Sales,1499
2156,2026-02-28,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,XXL,3890,0,Sales,3890
2156,2026-02-28,KURTA SUIT OE,Kurta Set,Ethnic Wear,BLUE,DEEPAK AHUJA,42,6890,0,Sales,6890
2157,2026-02-28,KOTI SUIT  JW,Koti,Ethnic Wear,PISTA,PRAVIN BHAI,40,4890,0,Sales,4890
2158,2026-02-28,FORMAL PANT K,Formal Pant,Formal Wear,CEMENT GREY,PRAVIN BHAI,40,1699,0,Sales,1649
2158,2026-02-28,OUTRUN SHIRTS,Shirt,Formal Wear, ,PRAVIN BHAI,44,1495,0,Sales,1451
2159,2026-02-28,UC SHIRTS,Shirt,Formal Wear,BLACK,DEEPAK AHUJA,XL,1299,0,Sales,1299
2159,2026-02-28,UC SHIRTS,Shirt,Formal Wear,ONION,DEEPAK AHUJA,XL,1299,0,Sales,1299
2160,2026-02-28,KURTA SUIT S,Kurta Set,Ethnic Wear,PISTA,PRAVIN BHAI,48,2290,0,Sales,2290
2161,2026-02-28,KURTA SUIT SE,Kurta Set,Ethnic Wear,CREAM,DEEPAK AHUJA,40,8790,0,Sales,8000
2162,2026-02-28,JEANS,Jeans,Casual Wear, ,PRAVIN BHAI, ,1499,0,Sales,1499
2163,2026-03-01,KURTA SANTOSH,Kurta,Ethnic Wear,WHITE,DEEPAK AHUJA,44,1049,0,Sales,1049
2164,2026-03-01,KURTA SANTOSH,Kurta,Ethnic Wear,WHITE,DEEPAK AHUJA,12,950,0,Sales,950
2165,2026-03-01,POLO T-SHIRT J,Shirt,Formal Wear,GREEN,DEEPAK AHUJA,M,999,99,Sales,900
2165,2026-03-01,POLO T-SHIRT J,Shirt,Formal Wear,LTBLU,DEEPAK AHUJA,M,999,99,Sales,900
2165,2026-03-01,JOCKEY SPORTS MENS,Track Pant,Lounge Wear,NAVY,DEEPAK AHUJA,M,1799,179,Sales,1620
2166,2026-03-01,KURTA SET KYM,Kurta Set,Ethnic Wear,CREAM,SACHIN BHAI,40,-8790,0,Return,-8790
2166,2026-03-01,KURTA SUIT OE,Kurta Set,Ethnic Wear,R GREEN,SACHIN BHAI,46,3890,0,Sales,3890
2166,2026-03-01,KURTA SUIT OE,Kurta Set,Ethnic Wear,GOLD,SACHIN BHAI,46,6790,0,Sales,6790
2166,2026-03-01,KURTA SUIT SE,Kurta Set,Ethnic Wear,BROWN,SACHIN BHAI,40,1990,0,Sales,1990
2166,2026-03-01,KURTA SUIT VR,Kurta Set,Ethnic Wear,MINT,SACHIN BHAI,40,4290,0,Sales,4290
2167,2026-03-01,KURTA SUIT KP,Kurta Set,Ethnic Wear,20,PRAVIN BHAI,40,1795,0,Sales,1795
